count;word0;word1;word2
1;$21;$21;$22
1;$21;$21;$20
1;$21;$20;$25
1;$21;$20;$20
1;$21;$20;$11
1;$20;$5;$6
1;$20;$21;$22
1;$20;$20;$5
1;$20;$20;$25
1;$20;$11;$12
1;$2;$7;NONE
1;$2;$7;$10
1;$2;$3;$9
1;$2;$1;$10
1;$2;$0;$0
1;$17;$18;$18
1;$14;NONE;$40
1;$14;NONE;$17
1;$14;$41;$8
1;$13;$11;$10
1;$13;$10;$6
1;$13;$10;$5
1;$13;$10;$4
1;$12;$13;$11
1;$12;$12;$12
1;$12;$12;$0
1;$12;$10;$33
1;$12;$10;$32
1;$12;$10;$31
1;$12;$10;$30
1;$12;$10;$3
1;$12;$0;$1
1;$11;$12;$13
1;$11;$10;$10
1;$10;$9;$12
1;$10;$6;$14
1;$10;$5;$10
1;$10;$4;$5
1;$10;$4;$10
1;$10;$33;$18
1;$10;$32;$10
1;$10;$31;$10
1;$10;$30;$10
1;$10;$3;$10
1;$10;$2;$7
1;$10;$10;$9
1;$10;$10;$2
1;$10;$10;$10
1;$10;$10;$1
1;$10;$1;$0
1;$10;$0;$3
1;$10;$0;$1
1;$1;$40;$81
1;$1;$2;$3
1;$1;$10;$11
1;$1;$10;$10
1;$1;$1;$40
1;$1;$0;$6
1;$1;$$82;$81
1;$0;$6;$5
1;$0;$33;$33
1;$0;$3;$4
1;$0;$20;$21
1;$0;$20;$20
1;$0;$2;$0
1;$0;$1;$10
1;$0;$1;$$82
1;$0;$0;$2
