count;word0;word1
4;f21 $0,101220;mov $1,$4
4;f21 $0,101170;mov $$82,$0
4;f21 $0,101052;mov $$82,$0
4;f20 $3,1033;mov $7,0
4;f20 $2,1033;mov $3,$0
4;f20 $1,1033;mov $2,$0
4;f11 $4,101000;f11 $5,101001
4;f11 $3,101001;mov $4,5
4;f11 $2,101001;mov $3,5
4;f11 $2,101000;mov $3,5
4;f11 $1,101000;mov $2,5
4;div $3,2;mov $10,$0
3;sub $3,1;div $3,2
3;mul $2,$5;f31 $0,101200
3;mul $1,$5;mul $2,$5
3;mov $81,110;mov $82,102
3;mov $80,$99;mov $81,110
3;mov $5,$0;f11 $5,101240
3;mov $41,$0;f21 $40,101030
3;mov $21,$3;f21 $20,101221
3;mov $21,$2;f21 $20,101222
3;mov $10,$0;f11 $10,101060
3;mov $1,3;f21 $0,101092
3;mov $1,0;mov $2,1
3;mov $1,$40;f21 $0,101052
3;mov $1,$0;f21 $0,101030
3;mov $0,$$81;mov $3,$0
3;mov $0,$$81;mov $10,$0
3;mov $0,$$81;mov $1,3
3;mov $$82,$$81;add $81,100
3;lps $80;mov $$82,$$81
3;f21 $40,101030;add $81,100
3;f21 $20,101221;mov $21,$2
3;f21 $0,101092;f11 $0,101140
3;f20 $2,1033;mov $5,$0
3;f11 $3,101001;sub $3,1
3;f11 $0,101190;mov $$82,$0
3;f11 $0,101160;mov $4,$0
3;f11 $0,101160;f11 $0,101140
3;div $5,2;mov $4,$0
3;div $5,2;mov $1,$4
2;sub $5,1;mul $1,$5
2;sub $2,1;div $2,2
2;mul $2,2;f31 $0,101200
2;mov $9,3;f21 $8,101221
2;mov $83,110;lps $80
2;mov $83,105;lps $80
2;mov $82,102;mov $83,110
2;mov $82,102;mov $83,105
2;mov $8,3;f21 $7,101221
2;mov $8,$0;mov $9,3
2;mov $7,3;f21 $6,101220
2;mov $7,$0;mov $8,3
2;mov $6,3;f21 $5,101220
2;mov $6,$0;mov $7,3
2;mov $5,$0;mov $6,3
2;mov $5,$0;mov $1,$0
2;mov $5,$0;f11 $5,101001
2;mov $4,$0;f21 $4,101221
2;mov $32,$10;mov $32,$1
2;mov $31,$10;mov $32,$1
2;mov $3,$0;f11 $3,101060
2;mov $2,1;f31 $0,101180
2;mov $2,1;f21 $1,101224
2;mov $2,1;f21 $1,101170
2;mov $2,$0;f11 $1,101000
2;mov $12,$5;f31 $10,102110
2;mov $12,$0;f31 $10,102110
2;mov $11,$5;mov $12,$0
2;mov $11,$0;mov $12,$5
2;mov $1,1;f31 $0,101010
2;mov $1,1;f21 $0,101221
2;mov $1,1;f21 $0,101170
2;mov $1,-1;f21 $0,101170
2;mov $1,$6;mov $2,$20
2;mov $1,$5;f21 $0,101222
2;mov $1,$5;f21 $0,101220
2;mov $1,$4;f21 $0,101256
2;mov $1,$4;f21 $0,101222
2;mov $1,$0;f11 $0,101191
2;mov $1,$0;f11 $0,101190
2;mov $1,$$82;f21 $0,101130
2;mov $0,1;mov $1,1
2;mov $0,$5;mov $1,$6
2;mov $0,$$81;mov $4,$0
2;mov $0,$$81;mov $20,$0
2;mov $0,$$81;mov $2,$0
2;mov $0,$$81;mov $1,-1
2;mov $0,$$81;mov $1,$40
2;mov $0,$$81;mov $1,$$83
2;mov $0,$$81;f11 $0,101230
2;mov $0,$$81;f11 $0,101140
2;mov $0,$$81;f11 $0,101120
2;f31 $30,101150;mov $32,$10
2;f31 $30,101150;mov $31,$10
2;f31 $0,101150;mov $1,$8
2;f31 $0,101150;mov $1,$7
2;f31 $0,101080;mov $$82,$0
2;f31 $0,101050;mov $$82,$0
2;f31 $0,101010;mov $$82,$0
2;f21 $8,101223;mov $0,$5
2;f21 $8,101221;f21 $8,101223
2;f21 $7,101222;mov $8,$0
2;f21 $7,101221;f21 $7,101222
2;f21 $6,101223;mov $7,$0
2;f21 $6,101220;f21 $6,101223
2;f21 $5,101222;mov $6,$0
2;f21 $5,101220;f21 $5,101222
2;f21 $4,101221;mov $1,$5
2;f21 $10,101251;mov $11,$5
2;f21 $10,101251;mov $11,$0
2;f21 $1,101224;f21 $0,101040
2;f21 $0,101256;mov $$82,$0
2;f21 $0,101254;mov $$82,$0
2;f21 $0,101226;mov $1,1
2;f21 $0,101220;mov $1,$5
2;f21 $0,101130;mov $41,$0
2;f21 $0,101030;mov $1,$0
2;f11 $5,101240;sub $5,1
2;f11 $5,101001;div $5,2
2;f11 $5,101001;div $4,3
2;f11 $5,101001;div $4,2
2;f11 $3,101060;mov $5,$0
2;f11 $20,101060;mov $5,$0
2;f11 $2,101000;sub $2,1
2;f11 $2,101000;div $2,1
2;f11 $10,101060;f11 $0,101160
2;f11 $1,101191;mov $2,1
2;f11 $1,101191;f21 $0,101040
2;f11 $1,101190;f21 $0,101030
2;f11 $1,101000;f11 $2,101001
2;f11 $0,101230;mov $1,1
2;f11 $0,101191;mov $$82,$0
2;f11 $0,101191;f21 $0,101040
2;f11 $0,101190;f21 $0,101030
2;f11 $0,101160;mov $$82,$0
2;f11 $0,101140;f11 $0,101120
2;f11 $0,101120;mov $$82,$0
2;div $4,2;div $5,2
2;div $2,2;mov $3,$0
2;div $2,1;mov $3,$0
1;sub $5,0;mul $1,$5
1;sub $3,0;div $3,2
1;mul $2,3;f31 $0,101200
1;mul $2,$0;cmp $0,0
1;mul $1,3;mul $2,3
1;mul $1,2;mul $2,2
1;mul $1,2;mov $2,$0
1;mul $0,7;add $2,$0
1;mov $9,3;mov $10,3
1;mov $9,1;f21 $8,101221
1;mov $9,$40;f21 $8,101030
1;mov $9,$3;mov $10,$0
1;mov $9,$0;f21 $9,101250
1;mov $9,$0;f11 $3,101060
1;mov $84,109;lps $80
1;mov $83,108;mov $84,109
1;mov $83,107;lps $80
1;mov $82,102;mov $83,108
1;mov $82,102;mov $83,107
1;mov $81,112;mov $82,102
1;mov $81,111;mov $82,102
1;mov $80,$99;mov $82,102
1;mov $80,$99;mov $81,112
1;mov $80,$99;mov $81,111
1;mov $8,42;mov $7,$4
1;mov $8,$6;mov $9,$3
1;mov $8,$5;mov $9,3
1;mov $8,$1;f21 $8,101231
1;mov $7,0;lps $10
1;mov $7,$4;mov $6,$5
1;mov $7,$3;f21 $6,101251
1;mov $6,2;f21 $5,101170
1;mov $6,$5;f31 $6,102131
1;mov $6,$4;mov $7,$3
1;mov $6,$3;f21 $5,101090
1;mov $6,$0;f11 $20,101060
1;mov $6,$$83;f21 $5,101251
1;mov $5,3;f21 $4,101092
1;mov $5,2;f21 $4,101170
1;mov $5,0;mov $3,$0
1;mov $5,0;f31 $3,101002
1;mov $5,$0;mov $6,$3
1;mov $5,$0;mov $6,$$83
1;mov $5,$0;f11 $5,101160
1;mov $5,$0;f11 $5,101060
1;mov $5,$0;f11 $5,101000
1;mov $40,$8;add $81,100
1;mov $40,$2;add $81,100
1;mov $4,0;mov $5,0
1;mov $4,-1;f21 $3,101170
1;mov $4,$7;mov $5,0
1;mov $4,$3;mov $5,2
1;mov $4,$0;mov $5,3
1;mov $4,$0;f21 $4,101222
1;mov $4,$0;f11 $4,102140
1;mov $33,$0;f11 $33,101000
1;mov $30,$0;f11 $30,101001
1;mov $3,42;mov $2,$0
1;mov $3,0;f21 $2,101251
1;mov $3,$0;mov $9,$0
1;mov $3,$0;mov $4,0
1;mov $3,$0;mov $1,$0
1;mov $3,$0;f31 $3,101181
1;mov $22,$30;f31 $20,101180
1;mov $21,1;f21 $20,101221
1;mov $21,0;mov $22,$30
1;mov $21,$33;f21 $20,101222
1;mov $21,$3;mov $21,$2
1;mov $21,$2;f21 $20,101221
1;mov $20,$0;mov $6,$0
1;mov $20,$0;mov $21,0
1;mov $20,$0;f11 $20,101060
1;mov $2,8;f21 $1,101253
1;mov $2,5;f31 $0,101051
1;mov $2,2;f31 $0,101050
1;mov $2,2;f21 $1,101170
1;mov $2,1;mul $2,$0
1;mov $2,1;f31 $0,101002
1;mov $2,0;mov $7,0
1;mov $2,0;f31 $0,104201
1;mov $2,0;f31 $0,102160
1;mov $2,0;f31 $0,101080
1;mov $2,0;f31 $0,101051
1;mov $2,0;f21 $1,101250
1;mov $2,$9;f31 $0,101051
1;mov $2,$5;f31 $0,101080
1;mov $2,$5;f21 $1,101030
1;mov $2,$40;f31 $0,101050
1;mov $2,$3;f31 $0,101051
1;mov $2,$21;f31 $0,101150
1;mov $2,$19;f31 $0,101150
1;mov $2,$1;f31 $0,101051
1;mov $2,$0;mov $3,0
1;mov $2,$0;mov $3,$0
1;mov $2,$0;f31 $1,102131
1;mov $2,$0;f11 $2,101070
1;mov $2,$0;f11 $2,101060
1;mov $2,$0;f11 $1,101191
1;mov $2,$$81;f31 $0,102130
1;mov $17,$8;f31 $15,102110
1;mov $16,$12;mov $17,$8
1;mov $15,$10;mov $16,$12
1;mov $14,$3;mov $13,3
1;mov $13,3;mov $12,3
1;mov $13,0;f31 $11,101180
1;mov $12,3;f31 $12,101010
1;mov $12,1;mov $13,0
1;mov $12,$5;f11 $12,101160
1;mov $11,8;f20 $10,1033
1;mov $11,$3;f21 $10,101251
1;mov $11,$20;mov $12,1
1;mov $10,3;f31 $8,101200
1;mov $10,$8;mov $11,$3
1;mov $10,$5;f21 $9,101100
1;mov $10,$20;f21 $10,101040
1;mov $10,$0;mov $0,$$83
1;mov $10,$0;f31 $8,102130
1;mov $10,$0;f11 $10,101000
1;mov $1,8;mov $2,2
1;mov $1,6;mov $2,0
1;mov $1,2;mov $2,0
1;mov $1,2;f21 $0,101226
1;mov $1,2;f21 $0,101170
1;mov $1,1;mov $2,0
1;mov $1,1;f21 $0,101250
1;mov $1,1;f21 $0,101226
1;mov $1,1;f21 $0,101224
1;mov $1,0;f21 $0,104200
1;mov $1,0;f21 $0,101161
1;mov $1,$8;mov $2,$21
1;mov $1,$8;mov $2,$20
1;mov $1,$7;mov $2,$20
1;mov $1,$7;mov $2,$19
1;mov $1,$5;mov $2,1
1;mov $1,$5;f21 $0,101223
1;mov $1,$40;mov $2,$5
1;mov $1,$4;f21 $0,101254
1;mov $1,$3;mov $2,$9
1;mov $1,$3;f21 $0,101030
1;mov $1,$10;mov $2,$40
1;mov $1,$10;mov $2,$3
1;mov $1,$10;mov $2,$$81
1;mov $1,$10;f21 $0,101052
1;mov $1,$0;mov $2,2
1;mov $1,$0;mov $2,1
1;mov $1,$0;f11 $1,102140
1;mov $1,$0;f11 $1,101070
1;mov $1,$$84;f21 $0,101251
1;mov $1,$$83;mov $2,0
1;mov $1,$$83;f21 $0,102171
1;mov $1,$$83;f21 $0,102151
1;mov $1,$$83;f21 $0,101254
1;mov $1,$$82;mov $10,$0
1;mov $1,$$82;f21 $0,101132
1;mov $1,$$82;f12 $1,101070
1;mov $0,$8;f11 $0,101160
1;mov $0,$2;mov $$82,$0
1;mov $0,$15;mov $$82,$0
1;mov $0,$12;mov $1,$3
1;mov $0,$1;mov $$82,$0
1;mov $0,$$83;mov $1,1
1;mov $0,$$81;mov $33,$0
1;mov $0,$$81;mov $1,6
1;mov $0,$$81;mov $1,2
1;mov $0,$$81;mov $1,1
1;mov $0,$$81;mov $1,$$84
1;mov $0,$$81;f21 $0,101231
1;mov $0,$$81;f11 $0,102170
1;mov $0,$$81;f11 $0,102001
1;mov $0,$$81;f11 $0,102000
1;mov $0,$$81;f11 $0,101192
1;mov $0,$$81;f11 $0,101191
1;mov $0,$$81;f11 $0,101190
1;mov $$82,$6;add $81,100
1;mov $$82,$$83;add $82,100
1;lps $80;mov $1,$$83
1;lps $80;mov $$82,$$83
1;lps $10;mov $4,$7
1;lpe;mov $0,$2
1;lpe;f11 $40,101060
1;f31 $8,102130;mov $0,$8
1;f31 $8,101200;mov $10,$8
1;f31 $6,102131;mov $$82,$6
1;f31 $3,101181;f21 $2,101040
1;f31 $3,101002;mov $1,1
1;f31 $20,101180;mov $21,1
1;f31 $15,102110;mov $0,$15
1;f31 $12,101010;mov $15,$10
1;f31 $11,101180;mov $10,$20
1;f31 $1,102131;mov $0,$1
1;f31 $0,104201;mov $$82,$0
1;f31 $0,102160;mov $$82,$0
1;f31 $0,102130;f21 $0,101161
1;f31 $0,102120;mov $$82,$0
1;f31 $0,101180;mov $1,8
1;f31 $0,101180;mov $1,$40
1;f31 $0,101051;mov $1,2
1;f31 $0,101002;mov $10,$0
1;f21 $9,101250;f11 $9,101160
1;f21 $9,101100;mov $12,$5
1;f21 $8,101231;mov $9,1
1;f21 $8,101221;mov $9,$40
1;f21 $8,101030;mov $40,$8
1;f21 $6,101251;mov $8,$6
1;f21 $5,101251;mov $8,42
1;f21 $5,101170;mov $1,$5
1;f21 $5,101090;mov $10,$5
1;f21 $4,101222;mov $1,$5
1;f21 $4,101170;f21 $3,101040
1;f21 $4,101092;mov $6,$4
1;f21 $3,101170;mov $4,$3
1;f21 $3,101040;mov $1,$3
1;f21 $20,101222;mov $11,$20
1;f21 $20,101221;mov $21,$33
1;f21 $20,101221;f21 $20,101222
1;f21 $2,101251;f21 $1,101255
1;f21 $2,101040;add $7,1
1;f21 $10,101251;mov $14,$3
1;f21 $10,101040;mov $1,$10
1;f21 $1,101255;mov $3,42
1;f21 $1,101253;mov $2,$0
1;f21 $1,101250;mov $0,$$81
1;f21 $1,101170;mov $2,$5
1;f21 $1,101170;f21 $0,101040
1;f21 $1,101170;f21 $0,101030
1;f21 $1,101030;f21 $0,101040
1;f21 $0,104200;mov $$82,$0
1;f21 $0,102171;mov $$82,$0
1;f21 $0,102151;mov $$82,$0
1;f21 $0,101251;mov $1,$$83
1;f21 $0,101250;mov $1,$10
1;f21 $0,101231;mov $1,0
1;f21 $0,101227;mov $1,$10
1;f21 $0,101226;f21 $0,101227
1;f21 $0,101225;f21 $0,101226
1;f21 $0,101224;f21 $0,101225
1;f21 $0,101223;mov $1,$4
1;f21 $0,101221;mov $1,2
1;f21 $0,101221;mov $1,1
1;f21 $0,101170;f11 $0,101191
1;f21 $0,101161;mov $1,$0
1;f21 $0,101161;mov $$82,$0
1;f21 $0,101132;mov $41,$0
1;f21 $0,101110;mov $2,$0
1;f21 $0,101090;mov $$82,$0
1;f21 $0,101040;mov $4,-1
1;f21 $0,101040;mov $1,$0
1;f21 $0,101030;mov $6,2
1;f21 $0,101030;f11 $1,101191
1;f20 $2,1033;f31 $0,102120
1;f20 $10,1033;mov $2,0
1;f12 $1,101070;mov $40,$2
1;f11 $9,101160;mov $8,$1
1;f11 $5,101240;sub $5,0
1;f11 $5,101160;mov $8,$5
1;f11 $5,101060;mov $1,$40
1;f11 $5,101000;div $5,2
1;f11 $40,101060;mov $80,$99
1;f11 $4,102140;mov $5,$0
1;f11 $33,101000;div $33,2
1;f11 $30,101001;div $30,2
1;f11 $3,101060;mov $4,$0
1;f11 $3,101001;sub $3,0
1;f11 $2,101070;mov $0,1
1;f11 $2,101060;f31 $0,101150
1;f11 $2,101060;f11 $1,101191
1;f11 $2,101001;mul $2,2
1;f11 $2,101001;mul $1,3
1;f11 $2,101001;mul $1,2
1;f11 $12,101160;f11 $12,101140
1;f11 $12,101140;mov $0,$12
1;f11 $10,101060;mov $9,$0
1;f11 $10,101000;div $10,2
1;f11 $1,102140;mov $2,8
1;f11 $1,101191;mov $1,$0
1;f11 $1,101191;f31 $0,101150
1;f11 $1,101191;f11 $2,101060
1;f11 $1,101190;mov $1,$0
1;f11 $1,101190;cmp $0,$1
1;f11 $1,101140;mov $$82,$0
1;f11 $1,101070;mov $2,0
1;f11 $1,101060;mov $2,5
1;f11 $1,101060;mov $2,$1
1;f11 $1,101060;f21 $0,101110
1;f11 $1,101060;f21 $0,101090
1;f11 $1,101000;mul $1,2
1;f11 $0,102170;mov $$82,$0
1;f11 $0,102001;mov $$82,$0
1;f11 $0,102000;mov $$82,$0
1;f11 $0,101192;mov $$82,$0
1;f11 $0,101160;mov $3,$0
1;f11 $0,101160;mov $1,$10
1;f11 $0,101160;mov $1,$0
1;f11 $0,101160;f11 $0,101190
1;f11 $0,101140;f11 $0,101190
1;f11 $0,101120;f11 $1,101140
1;f11 $0,101120;f11 $0,101140
1;div $5,$4;mov $1,$4
1;div $4,3;div $5,2
1;div $4,3;div $5,$4
1;div $33,2;mov $30,$0
1;div $30,2;mov $20,$0
1;div $10,2;mov $11,8
1;cmp $0,0;mul $0,7
1;cmp $0,$1;mov $2,1
1;add $84,100;lpe
1;add $83,100;add $84,100
1;add $7,1;lpe
1;add $2,$0;mov $0,1
