count;word0;word1;word2
3;lps $80;mov $0,$$81;mov $10,$0
3;lps $80;mov $0,$$81;f11 $0,102001
3;lps $80;mov $0,$$81;f11 $0,102000
3;lps $8;mov $10,0;mov $9,$20
3;lps $3;mov $1,$19;mov $2,$10
3;lpe;mov $$82,$0;add $81,10
3;lpe;add $11,1;lpe
3;lpe;add $10,1;lpe
3;f41 $0,101151;lpe;add $10,1
3;f31 $0,101010;mov $11,0;mov $8,$21
3;f21 $40,101030;add $81,10;add $82,10
3;f21 $0,101222;mov $$82,$0;add $81,10
3;f11 $21,101000;mov $33,$20;cmp $33,3
3;f11 $20,101000;mov $21,$0;f11 $21,101000
3;f11 $2,101001;mul $1,$5;mul $2,$5
3;f11 $1,101000;mov $2,$0;f11 $2,101001
3;f11 $0,102001;mov $$82,$0;add $81,10
3;f11 $0,102000;mov $$82,$0;add $81,10
3;f11 $0,101190;mov $$82,$0;add $81,10
3;f11 $0,101160;mov $4,$0;mov $5,$0
3;div $5,2;mov $1,$4;f21 $0,101220
3;div $34,$33;mov $33,$21;cmp $33,3
3;div $34,$33;mov $0,$20;pow $0,2
3;add $11,1;lpe;mov $$82,$0
3;add $10,1;lpe;add $11,1
2;sub $5,1;mov $1,$0;f11 $1,101000
2;mov $5,$0;f11 $5,101240;sub $5,1
2;mov $22,$0;f11 $22,101060;mov $20,$0
2;mov $2,$0;f11 $1,101000;f11 $2,101001
2;mov $19,$0;mov $22,$0;f11 $22,101060
2;mov $10,$0;f11 $10,101060;f11 $0,101160
2;mov $1,3;f21 $0,101092;f11 $0,101140
2;mov $1,1;f31 $0,101010;mov $$82,$0
2;mov $1,1;f21 $0,101170;mov $$82,$0
2;mov $1,0;mov $2,1;f31 $0,101180
2;mov $1,$5;f21 $0,101222;mov $$82,$0
2;mov $1,$4;f21 $0,101220;mov $1,$5
2;mov $1,$0;mov $2,$0;f11 $1,101000
2;mov $1,$0;f11 $1,101191;f21 $0,101040
2;mov $1,$0;f11 $1,101190;f21 $0,101030
2;mov $1,$$82;f21 $0,101130;mov $41,$0
2;mov $0,1;mov $1,1;f31 $0,101010
2;mov $0,$$81;mov $19,$0;mov $22,$0
2;mov $0,$$81;mov $10,$0;f11 $10,101060
2;mov $0,$$81;mov $1,3;f21 $0,101092
2;mov $0,$$81;mov $1,0;mov $2,1
2;mov $0,$$81;mov $1,$40;f21 $0,101052
2;mov $0,$$81;mov $1,$$82;f21 $0,101130
2;mov $0,$$81;f11 $0,101230;mov $1,1
2;mov $0,$$81;f11 $0,101160;f11 $0,101140
2;lps $80;mov $0,$$81;mov $19,$0
2;lps $80;mov $0,$$81;mov $1,3
2;lps $80;mov $0,$$81;mov $1,0
2;lps $80;mov $0,$$81;mov $1,$40
2;lps $80;mov $0,$$81;f11 $0,101230
2;lps $80;mov $0,$$81;f11 $0,101140
2;lps $80;mov $0,$$81;f11 $0,101120
2;f31 $3,101002;cmp $3,$22;lps $3
2;f31 $0,101150;mov $$82,$0;add $81,10
2;f31 $0,101080;mov $$82,$0;add $81,10
2;f31 $0,101050;mov $$82,$0;add $81,10
2;f31 $0,101010;mov $$82,$0;add $81,10
2;f21 $0,101226;mov $1,1;f21 $0,101170
2;f21 $0,101220;mov $1,$5;f21 $0,101222
2;f21 $0,101130;mov $41,$0;f21 $40,101030
2;f21 $0,101092;f11 $0,101140;mov $$82,$0
2;f21 $0,101030;mov $$82,$0;add $81,10
2;f11 $5,101240;sub $5,1;mov $1,$0
2;f11 $5,101001;div $4,2;div $5,2
2;f11 $4,101000;f11 $5,101001;div $4,2
2;f11 $22,101060;mov $20,$0;f11 $20,101000
2;f11 $1,101191;f21 $0,101040;mov $$82,$0
2;f11 $0,101230;mov $1,1;f21 $0,101221
2;f11 $0,101160;f11 $0,101140;mov $$82,$0
2;div $4,2;div $5,2;mov $1,$4
2;cmp $3,$22;lps $3;mov $1,$19
1;sub $5,0;mov $1,$0;f11 $1,101000
1;mul $2,3;f31 $0,101200;mov $$82,$0
1;mul $2,2;f31 $0,101200;mov $$82,$0
1;mul $2,$0;cmp $0,0;mul $0,7
1;mul $1,3;mul $2,3;f31 $0,101200
1;mul $1,2;mul $2,2;f31 $0,101200
1;mul $0,7;add $2,$0;mov $0,1
1;mov $9,3;f21 $8,101221;f21 $8,101223
1;mov $9,1;f21 $8,101221;mov $9,$40
1;mov $9,$40;f21 $8,101030;mov $40,$8
1;mov $9,$0;f21 $9,101250;f11 $9,101160
1;mov $9,$0;f11 $3,101060;mov $5,$0
1;mov $8,3;f21 $7,101221;f21 $7,101222
1;mov $8,$1;f21 $8,101231;mov $9,1
1;mov $8,$0;mov $9,3;f21 $8,101221
1;mov $7,3;f21 $6,101220;f21 $6,101223
1;mov $7,0;lps $10;mov $4,$7
1;mov $7,$0;mov $8,3;f21 $7,101221
1;mov $6,3;f21 $5,101220;f21 $5,101222
1;mov $6,2;f21 $5,101170;mov $1,$5
1;mov $6,$3;f21 $5,101090;mov $10,$5
1;mov $6,$0;mov $7,3;f21 $6,101220
1;mov $5,0;mov $3,$0;f31 $3,101181
1;mov $5,0;f31 $3,101002;mov $1,1
1;mov $5,$0;mov $6,3;f21 $5,101220
1;mov $5,$0;mov $6,$3;f21 $5,101090
1;mov $5,$0;mov $1,$0;mov $2,1
1;mov $5,$0;f11 $5,101240;sub $5,0
1;mov $5,$0;f11 $5,101060;mov $1,$40
1;mov $40,$8;add $81,10;add $82,10
1;mov $40,$2;add $81,10;add $82,10
1;mov $4,0;mov $5,0;f31 $3,101002
1;mov $4,$7;mov $5,0;mov $3,$0
1;mov $33,$0;f11 $33,101000;div $33,2
1;mov $30,$0;f11 $30,101001;div $30,2
1;mov $3,$0;mov $9,$0;f11 $3,101060
1;mov $3,$0;mov $4,0;mov $5,0
1;mov $3,$0;f31 $3,101181;f21 $2,101040
1;mov $22,0;mov $19,$0;mov $20,$0
1;mov $22,$30;f31 $20,101180;mov $21,1
1;mov $21,1;f21 $20,101221;mov $21,$33
1;mov $21,0;mov $22,$30;f31 $20,101180
1;mov $21,$33;f21 $20,101222;mov $11,$20
1;mov $20,$0;mov $21,0;mov $22,$30
1;mov $20,$0;f11 $20,101060;mov $5,$0
1;mov $2,5;f31 $0,101051;mov $$82,$0
1;mov $2,2;f31 $0,101050;mov $$82,$0
1;mov $2,1;mul $2,$0;cmp $0,0
1;mov $2,1;f31 $0,101180;mov $1,8
1;mov $2,1;f31 $0,101180;mov $1,$40
1;mov $2,1;f21 $1,101170;mov $2,$5
1;mov $2,1;f21 $1,101170;f21 $0,101030
1;mov $2,0;mov $7,0;lps $10
1;mov $2,0;f31 $0,101080;mov $$82,$0
1;mov $2,0;f31 $0,101051;mov $1,2
1;mov $2,$9;f31 $0,101051;mov $$82,$0
1;mov $2,$5;f31 $0,101080;mov $$82,$0
1;mov $2,$5;f21 $1,101030;f21 $0,101040
1;mov $2,$40;f31 $0,101050;mov $$82,$0
1;mov $2,$3;f31 $0,101051;mov $$82,$0
1;mov $2,$20;f31 $0,101150;mov $1,$8
1;mov $2,$20;f31 $0,101150;mov $1,$7
1;mov $2,$20;f31 $0,101150;mov $$82,$0
1;mov $2,$1;f31 $0,101051;mov $$82,$0
1;mov $2,$0;mov $3,$0;mov $9,$0
1;mov $2,$0;f11 $2,101070;mov $0,1
1;mov $2,$0;f11 $2,101060;f11 $1,101191
1;mov $19,$0;mov $20,$0;f11 $20,101000
1;mov $13,0;f31 $11,101180;mov $10,$20
1;mov $12,1;mov $13,0;f31 $11,101180
1;mov $12,$5;f11 $12,101160;f11 $12,101140
1;mov $11,$20;mov $12,1;mov $13,0
1;mov $10,$5;f21 $9,101100;mov $12,$5
1;mov $10,$20;f21 $10,101040;mov $1,$10
1;mov $10,$0;f11 $10,101060;mov $9,$0
1;mov $10,$0;f11 $10,101000;div $10,2
1;mov $1,8;mov $2,2;f31 $0,101050
1;mov $1,2;mov $2,0;f31 $0,101080
1;mov $1,2;f21 $0,101226;mov $1,1
1;mov $1,2;f21 $0,101170;mov $$82,$0
1;mov $1,1;f21 $0,101226;mov $1,1
1;mov $1,1;f21 $0,101224;f21 $0,101225
1;mov $1,1;f21 $0,101221;mov $1,2
1;mov $1,1;f21 $0,101221;mov $1,1
1;mov $1,-1;f21 $0,101170;mov $$82,$0
1;mov $1,$8;mov $2,$20;f31 $0,101150
1;mov $1,$7;mov $2,$20;f31 $0,101150
1;mov $1,$6;mov $2,$20;f31 $0,101150
1;mov $1,$5;mov $2,1;f21 $1,101170
1;mov $1,$40;mov $2,$5;f31 $0,101080
1;mov $1,$4;f21 $0,101222;mov $$82,$0
1;mov $1,$4;f21 $0,101220;mov $1,$4
1;mov $1,$3;mov $2,$9;f31 $0,101051
1;mov $1,$10;mov $2,$40;f31 $0,101050
1;mov $1,$10;mov $2,$3;f31 $0,101051
1;mov $1,$10;f21 $0,101052;mov $$82,$0
1;mov $1,$0;mov $2,1;f21 $1,101170
1;mov $1,$0;mov $2,$0;mov $3,$0
1;mov $1,$0;mov $2,$0;f11 $2,101060
1;mov $1,$0;f21 $0,101030;mov $$82,$0
1;mov $1,$0;f11 $1,101190;mov $1,$0
1;mov $1,$0;f11 $1,101190;cmp $0,$1
1;mov $1,$0;f11 $1,101070;mov $2,0
1;mov $1,$0;f11 $1,101060;mov $2,5
1;mov $1,$0;f11 $1,101060;mov $2,$1
1;mov $1,$0;f11 $1,101060;f21 $0,101110
1;mov $1,$0;f11 $0,101191;f21 $0,101040
1;mov $1,$$82;mov $10,$0;f11 $10,101060
1;mov $1,$$82;f21 $0,101132;mov $41,$0
1;mov $1,$$82;f12 $1,101070;mov $40,$2
1;mov $0,$5;mov $1,$6;mov $2,$20
1;mov $0,$2;mov $$82,$0;add $81,10
1;mov $0,$12;mov $1,$3;mov $2,$9
1;mov $0,$$81;mov $5,$0;mov $1,$0
1;mov $0,$$81;mov $5,$0;f11 $5,101060
1;mov $0,$$81;mov $33,$0;f11 $33,101000
1;mov $0,$$81;mov $22,0;mov $19,$0
1;mov $0,$$81;mov $20,$0;f11 $20,101060
1;mov $0,$$81;mov $10,$0;f11 $10,101000
1;mov $0,$$81;mov $1,2;f21 $0,101170
1;mov $0,$$81;mov $1,-1;f21 $0,101170
1;mov $0,$$81;mov $1,$0;f21 $0,101030
1;mov $0,$$81;mov $1,$0;f11 $1,101070
1;mov $0,$$81;mov $1,$0;f11 $0,101191
1;mov $0,$$81;mov $1,$$82;mov $10,$0
1;mov $0,$$81;mov $1,$$82;f21 $0,101132
1;mov $0,$$81;mov $1,$$82;f12 $1,101070
1;mov $0,$$81;f11 $0,101192;mov $$82,$0
1;mov $0,$$81;f11 $0,101191;mov $$82,$0
1;mov $0,$$81;f11 $0,101190;mov $$82,$0
1;mov $0,$$81;f11 $0,101160;mov $$82,$0
1;mov $0,$$81;f11 $0,101160;f11 $0,101190
1;mov $0,$$81;f11 $0,101140;mov $$82,$0
1;mov $0,$$81;f11 $0,101140;f11 $0,101120
1;mov $0,$$81;f11 $0,101120;f11 $1,101140
1;mov $0,$$81;f11 $0,101120;f11 $0,101140
1;lps $80;mov $0,$$81;mov $33,$0
1;lps $80;mov $0,$$81;mov $22,0
1;lps $80;mov $0,$$81;mov $20,$0
1;lps $80;mov $0,$$81;mov $1,2
1;lps $80;mov $0,$$81;mov $1,-1
1;lps $80;mov $0,$$81;f11 $0,101192
1;lps $80;mov $0,$$81;f11 $0,101191
1;lps $80;mov $0,$$81;f11 $0,101190
1;lps $10;mov $4,$7;mov $5,0
1;lpe;mov $0,$2;mov $$82,$0
1;lpe;f11 $40,101060;mov $80,$99
1;f31 $3,101181;f21 $2,101040;add $7,1
1;f31 $3,101002;mov $1,1;f21 $0,101224
1;f31 $3,101002;cmp $3,$22;cmp $3,0
1;f31 $20,101180;mov $21,1;f21 $20,101221
1;f31 $11,101180;mov $10,$20;f21 $10,101040
1;f31 $0,101180;mov $1,8;mov $2,2
1;f31 $0,101180;mov $1,$40;f21 $0,101052
1;f31 $0,101150;mov $1,$8;mov $2,$20
1;f31 $0,101150;mov $1,$7;mov $2,$20
1;f31 $0,101051;mov $1,2;mov $2,0
1;f21 $9,101250;f11 $9,101160;mov $8,$1
1;f21 $9,101100;mov $12,$5;f11 $12,101160
1;f21 $8,101231;mov $9,1;f21 $8,101221
1;f21 $8,101223;mov $0,$5;mov $1,$6
1;f21 $8,101221;mov $9,$40;f21 $8,101030
1;f21 $8,101221;f21 $8,101223;mov $0,$5
1;f21 $8,101030;mov $40,$8;add $81,10
1;f21 $7,101222;mov $8,$0;mov $9,3
1;f21 $7,101221;f21 $7,101222;mov $8,$0
1;f21 $6,101223;mov $7,$0;mov $8,3
1;f21 $6,101220;f21 $6,101223;mov $7,$0
1;f21 $5,101222;mov $6,$0;mov $7,3
1;f21 $5,101220;f21 $5,101222;mov $6,$0
1;f21 $5,101170;mov $1,$5;mov $2,1
1;f21 $5,101090;mov $10,$5;f21 $9,101100
1;f21 $20,101222;mov $11,$20;mov $12,1
1;f21 $20,101221;mov $21,$33;f21 $20,101222
1;f21 $2,101040;add $7,1;lpe
1;f21 $10,101040;mov $1,$10;f21 $0,101052
1;f21 $1,101170;mov $2,$5;f21 $1,101030
1;f21 $1,101170;f21 $0,101030;mov $6,2
1;f21 $1,101030;f21 $0,101040;mov $$82,$0
1;f21 $0,101227;mov $1,$10;mov $2,$3
1;f21 $0,101226;f21 $0,101227;mov $1,$10
1;f21 $0,101225;f21 $0,101226;f21 $0,101227
1;f21 $0,101224;f21 $0,101225;f21 $0,101226
1;f21 $0,101221;mov $1,2;f21 $0,101226
1;f21 $0,101221;mov $1,1;f21 $0,101226
1;f21 $0,101220;mov $1,$4;f21 $0,101222
1;f21 $0,101132;mov $41,$0;f21 $40,101030
1;f21 $0,101110;mov $2,$0;f11 $2,101070
1;f21 $0,101030;mov $6,2;f21 $5,101170
1;f21 $0,101030;mov $1,$0;f11 $1,101191
1;f12 $1,101070;mov $40,$2;add $81,10
1;f11 $9,101160;mov $8,$1;f21 $8,101231
1;f11 $5,101240;sub $5,0;mov $1,$0
1;f11 $5,101060;mov $1,$40;mov $2,$5
1;f11 $5,101001;div $4,3;div $5,2
1;f11 $40,101060;mov $80,$99;mov $81,100
1;f11 $4,101000;f11 $5,101001;div $4,3
1;f11 $33,101000;div $33,2;mov $30,$0
1;f11 $30,101001;div $30,2;mov $20,$0
1;f11 $3,101060;mov $5,$0;mov $6,$3
1;f11 $20,101060;mov $5,$0;mov $6,3
1;f11 $2,101070;mov $0,1;mov $1,1
1;f11 $2,101060;f11 $1,101191;f31 $0,101150
1;f11 $2,101001;mul $1,3;mul $2,3
1;f11 $2,101001;mul $1,2;mul $2,2
1;f11 $12,101160;f11 $12,101140;mov $0,$12
1;f11 $12,101140;mov $0,$12;mov $1,$3
1;f11 $10,101060;mov $9,$0;f21 $9,101250
1;f11 $10,101060;f11 $0,101160;mov $3,$0
1;f11 $10,101060;f11 $0,101160;mov $1,$10
1;f11 $10,101000;div $10,2;mov $2,0
1;f11 $1,101191;f31 $0,101150;mov $$82,$0
1;f11 $1,101190;mov $1,$0;f11 $1,101191
1;f11 $1,101190;f21 $0,101030;mov $1,$0
1;f11 $1,101190;f21 $0,101030;mov $$82,$0
1;f11 $1,101190;cmp $0,$1;mov $2,1
1;f11 $1,101140;mov $$82,$0;add $81,10
1;f11 $1,101070;mov $2,0;f31 $0,101051
1;f11 $1,101060;mov $2,5;f31 $0,101051
1;f11 $1,101060;mov $2,$1;f31 $0,101051
1;f11 $1,101060;f21 $0,101110;mov $2,$0
1;f11 $1,101000;f11 $2,101001;mul $1,3
1;f11 $1,101000;f11 $2,101001;mul $1,2
1;f11 $0,101192;mov $$82,$0;add $81,10
1;f11 $0,101191;mov $$82,$0;add $81,10
1;f11 $0,101191;f21 $0,101040;mov $$82,$0
1;f11 $0,101160;mov $3,$0;mov $4,0
1;f11 $0,101160;mov $1,$10;mov $2,$40
1;f11 $0,101160;mov $$82,$0;add $81,10
1;f11 $0,101160;f11 $0,101190;mov $$82,$0
1;f11 $0,101140;f11 $0,101190;mov $$82,$0
1;f11 $0,101140;f11 $0,101120;mov $$82,$0
1;f11 $0,101120;mov $$82,$0;add $81,10
1;f11 $0,101120;f11 $1,101140;mov $$82,$0
1;f11 $0,101120;f11 $0,101140;f11 $0,101190
1;div $4,3;div $5,2;mov $1,$4
1;div $33,2;mov $30,$0;f11 $30,101001
1;div $30,2;mov $20,$0;mov $21,0
1;div $10,2;mov $2,0;mov $7,0
1;cmp $3,0;lps $3;mov $1,$19
1;cmp $3,$22;cmp $3,0;lps $3
1;cmp $0,0;mul $0,7;add $2,$0
1;cmp $0,$1;mov $2,1;mul $2,$0
1;add $82,10;lpe;f11 $40,101060
1;add $7,1;lpe;mov $0,$2
1;add $2,$0;mov $0,1;mov $1,1
